width,height,megapixels,exposure_L,contrast_L,clip_high_pct,clip_low_pct,cast,cast_a,cast_b,colorfulness,tilt_deg,tilt_signed_deg,n_vertical_lines,keystone,sharpness,noise_sigma,graphic_score,file,defects,listing_id,photo_id,badness,wm_score
1680,945,1.5876,56.74038314819336,24.514423370361328,0.0,0.597805447048611,3.0947304496344445,-1.9094723463058472,2.435420274734497,12.280025482177734,0.1117095947265625,0.1117095947265625,352,-0.6206915996001025,2757.7452081581578,1.3832867017193204,0.001068115234375,132206416_1999391380.jpg,,132206416,1999391380,0.0,0.1000288426876068
1400,1050,1.47,56.042816162109375,26.76175117492676,3.774388631184896,1.7168680826822915,3.614846771414867,-0.0014811482978984,3.6148464679718018,8.516021728515625,0.0767059326171875,-0.0767059326171875,116,5.898910479918992,2591.269421120944,2.3892699706825407,0.0259666442871093,121280174_1728837226.jpg,,121280174,1728837226,0.0,0.1008297950029373
1400,1050,1.47,57.26597213745117,27.58022689819336,0.2005259195963541,1.116180419921875,1.4698878782366094,1.4617286920547483,-0.1546596437692642,24.55731201171875,0.0,0.0,1,0.0,2282.574791411947,4.156512983287612,0.0176556905110677,131152856_1974234814.jpg,rumorosa,131152856,1974234814,1.1043419888584085,0.0484252013266086
1575,1050,1.65375,61.92586517333984,24.39906120300293,0.0431803623718887,1.584948069180088,1.4412345387307146,1.3769679069519043,0.425577700138092,16.797134399414062,0.329010009765625,-0.329010009765625,21,0.2992188452512061,995.925348017577,1.5734822238400046,0.0028296005673499,95480438_1172094726.jpg,,95480438,1172094726,0.0,0.0568346753716468
1575,1050,1.65375,61.69804000854492,27.62616920471191,0.0295971357979502,4.4128328605417275,1.3175557848988535,-1.0597023963928225,-0.7829329967498779,12.4287691116333,0.35406494140625,-0.35406494140625,44,1.9802464112780649,777.1742632865993,1.0704905893583996,0.005090135431918,95480438_1172094746.jpg,,95480438,1172094746,0.0,0.0892821326851844
1680,1050,1.764,55.56166458129883,26.177188873291016,0.66986083984375,0.4911804199218749,2.3901659270329203,1.7594404220581057,1.6177955865859983,19.492990493774418,0.2643890380859375,0.2643890380859375,141,-2.4236744338146536,753.4253797069169,1.2839711849330344,0.0478652954101562,131619476_1985558632.jpg,,131619476,1985558632,0.0,0.0891596227884292
1577,1050,1.65585,57.73105239868164,21.797191619873047,1.192351310483871,0.0104529417155425,4.003855559865748,-3.2260656356811523,2.3713624477386475,10.203795433044434,0.02362060546875,-0.02362060546875,25,0.081706949641197,715.8541914255801,0.8024819905831158,0.017181485978739,119234939_1669978799.jpg,dominante,119234939,1669978799,0.000963889966437,0.0714746415615081
1575,1050,1.65375,68.44863891601562,20.15945816040039,2.3034292642752563,0.2549357155929722,2.0006650077059622,1.892008662223816,-0.6503565907478333,13.120869636535645,0.2369232177734375,0.2369232177734375,34,9.650648780825328,688.1615325794486,0.3954794338229657,0.041520349103221,124542355_1814991551.jpg,,124542355,1814991551,0.0,0.072557546198368
1577,1050,1.65585,56.237056732177734,21.7424259185791,1.33697420271261,0.1887257148093841,3.6325223353296208,-3.488032817840576,1.0143202543258667,10.19469928741455,0.137969970703125,-0.137969970703125,20,-0.0847426840614666,686.9808063783797,0.7594771103196728,0.0186534892778592,119234939_1669978687.jpg,,119234939,1669978687,0.0,0.0559556409716606
1575,1050,1.65375,65.53734588623047,19.48311424255371,0.5789314147144948,0.0845019674231332,4.986062677390726,2.8133034706115723,4.116569519042969,12.89484405517578,0.0924835205078125,0.0924835205078125,51,23.66899539564958,675.2316131186174,0.5311469527430325,0.0159981812774524,124542355_1814991527.jpg,dominante,124542355,1814991527,0.2465156693476815,0.0679083317518234
